age,gender,marital_status,occupation,monthly_income,educational_qualifications,family_size,latitude,longitude,pin_code,output,feedback,unnamed:_12,coordinates,area
21,Male,Single,Student,0,Graduate,2,13.0012,77.5995,560046,No,Negative ,No,"13.0012,77.5995",Central Bengaluru
23,Male,Single,Student,0,Graduate,3,13.0223,77.7132,560049,Yes,Positive,Yes,"13.0223,77.7132",East Bengaluru
24,Female,Single,Employee,17500,Post Graduate,4,12.9337,77.59,560011,Yes,Positive,Yes,"12.9337,77.59",Central Bengaluru
32,Male,Married,Self Employeed,17500,School,3,12.982,77.6256,560008,Yes,Negative ,Yes,"12.982,77.6256",East Bengaluru
28,Male,Married,Employee,37500,Post Graduate,5,13.0262,77.62,560045,Yes,Positive,Yes,"13.0262,77.62",North Bengaluru
26,Male,Single,Employee,17500,Graduate,2,12.9217,77.5936,560041,No,Negative ,No,"12.9217,77.5936",Central Bengaluru
31,Female,Married,House wife,0,Graduate,5,13.0078,77.5577,560055,Yes,Positive,Yes,"13.0078,77.5577",North Bengaluru
27,Female,Married,Self Employeed,37500,Graduate,3,13.0078,77.5577,560055,Yes,Positive,Yes,"13.0078,77.5577",North Bengaluru
21,Female,Single,Student,0,Post Graduate,1,12.9217,77.5936,560041,Yes,Positive,Yes,"12.9217,77.5936",Central Bengaluru
23,Female,Single,Student,0,Graduate,2,12.9105,77.4842,560060,No,Positive,No,"12.9105,77.4842",West Bengaluru
26,Male,Married,Employee,17500,Graduate,4,12.9105,77.4842,560060,No,Positive,No,"12.9105,77.4842",West Bengaluru
32,Male,Married,Employee,75000,Graduate,5,12.9037,77.5376,560061,Yes,Positive,Yes,"12.9037,77.5376",South Bengaluru
25,Female,Married,Student,0,Post Graduate,2,12.8834,77.5486,560062,Yes,Positive,Yes,"12.8834,77.5486",South Bengaluru
28,Male,Single,Self Employeed,17500,Post Graduate,2,12.9149,77.5635,560070,Yes,Positive,Yes,"12.9149,77.5635",South Bengaluru
21,Female,Single,Student,0,Post Graduate,3,12.9149,77.5635,560070,Yes,Positive,Yes,"12.9149,77.5635",South Bengaluru
24,Male,Single,Student,0,Post Graduate,2,12.9706,77.6529,560075,Yes,Positive,Yes,"12.9706,77.6529",East Bengaluru
26,Female,Married,Self Employeed,17500,Graduate,5,12.9706,77.6529,560075,No,Negative ,No,"12.9706,77.6529",East Bengaluru
32,Male,Married,Employee,37500,Graduate,3,12.9706,77.6529,560075,Yes,Positive,Yes,"12.9706,77.6529",East Bengaluru
29,Male,Single,Self Employeed,75000,Graduate,6,12.8845,77.6036,560076,Yes,Positive,Yes,"12.8845,77.6036",South Bengaluru
21,Male,Single,Student,0,Graduate,5,12.9783,77.6408,560038,Yes,Positive,Yes,"12.9783,77.6408",East Bengaluru
24,Female,Single,Self Employeed,37500,Post Graduate,3,13.0103,77.5796,560080,No,Negative ,No,"13.0103,77.5796",North Bengaluru
26,Male,Prefer not to say,Self Employeed,75000,Post Graduate,2,13.0103,77.5796,560080,Yes,Positive,Yes,"13.0103,77.5796",North Bengaluru
25,Male,Married,Employee,75000,Ph.D,3,12.9306,77.5434,560085,Yes,Positive,Yes,"12.9306,77.5434",Central Bengaluru
29,Male,Single,Employee,37500,Graduate,3,13.0641,77.5931,560092,No,Negative ,No,"13.0641,77.5931",North Bengaluru
22,Male,Single,Student,0,Graduate,3,13.0158,77.539,560096,Yes,Positive,Yes,"13.0158,77.539",North Bengaluru
24,Male,Single,Student,0,Graduate,2,12.9561,77.5921,560027,Yes,Positive,Yes,"12.9561,77.5921",Central Bengaluru
27,Male,Married,Employee,37500,Graduate,2,12.8845,77.6036,560076,Yes,Positive,Yes,"12.8845,77.6036",South Bengaluru
23,Female,Single,Student,0,Post Graduate,3,12.9369,77.6407,560095,No,Positive,No,"12.9369,77.6407",East Bengaluru
32,Male,Married,Employee,75000,Post Graduate,6,12.9369,77.6407,560095,Yes,Positive,Yes,"12.9369,77.6407",East Bengaluru
22,Female,Single,Student,0,Graduate,2,12.9369,77.6407,560095,Yes,Positive,Yes,"12.9369,77.6407",East Bengaluru
28,Male,Married,Employee,37500,Graduate,3,12.9369,77.6407,560095,Yes,Positive,Yes,"12.9369,77.6407",East Bengaluru
23,Female,Single,Student,0,Post Graduate,2,13.0158,77.539,560096,Yes,Positive,Yes,"13.0158,77.539",North Bengaluru
30,Male,Married,Self Employeed,75000,Graduate,1,13.0809,77.5565,560097,No,Negative ,No,"13.0809,77.5565",North Bengaluru
21,Male,Single,Student,0,Graduate,3,13.0641,77.5931,560092,Yes,Positive,Yes,"13.0641,77.5931",North Bengaluru
26,Female,Married,Employee,5000,Graduate,6,12.9859,77.6713,560093,No,Negative ,No,"12.9859,77.6713",East Bengaluru
25,Male,Single,Self Employeed,75000,School,3,12.9859,77.6713,560093,Yes,Positive,Yes,"12.9859,77.6713",East Bengaluru
31,Male,Prefer not to say,Employee,5000,Graduate,1,12.9866,77.4904,560091,No,Negative ,No,"12.9866,77.4904",West Bengaluru
23,Female,Single,Employee,37500,Post Graduate,2,12.9847,77.5491,560100,Yes,Positive,Yes,"12.9847,77.5491",Central Bengaluru
29,Female,Married,Employee,37500,Ph.D,3,12.9847,77.5491,560100,Yes,Positive,Yes,"12.9847,77.5491",Central Bengaluru
21,Male,Single,Student,0,Graduate,6,12.9847,77.5491,560100,Yes,Positive,Yes,"12.9847,77.5491",Central Bengaluru
20,Male,Single,Student,0,Graduate,3,12.9299,77.6848,560103,Yes,Positive,Yes,"12.9299,77.6848",East Bengaluru
22,Male,Single,Employee,17500,Graduate,2,12.9299,77.6848,560103,Yes,Positive,Yes,"12.9299,77.6848",East Bengaluru
30,Female,Married,House wife,0,School,6,12.9828,77.6131,560042,No,Positive,No,"12.9828,77.6131",Central Bengaluru
27,Male,Married,Self Employeed,75000,Graduate,3,12.989,77.5332,560079,Yes,Positive,Yes,"12.989,77.5332",Central Bengaluru
23,Male,Single,Student,0,Post Graduate,2,12.977,77.5773,560009,No,Negative ,No,"12.977,77.5773",Central Bengaluru
30,Male,Married,Self Employeed,37500,School,6,12.9251,77.4992,560059,No,Negative ,No,"12.9251,77.4992",West Bengaluru
23,Male,Single,Student,0,Post Graduate,3,12.9967,77.7582,560067,Yes,Positive,Yes,"12.9967,77.7582",Other
28,Female,Married,Employee,37500,Post Graduate,6,12.9967,77.7582,560067,No,Negative ,No,"12.9967,77.7582",Other
30,Male,Married,Self Employeed,75000,Graduate,6,12.9967,77.7582,560067,Yes,Positive,Yes,"12.9967,77.7582",Other
24,Female,Married,Employee,37500,Post Graduate,2,12.957,77.5637,560018,Yes,Negative ,Yes,"12.957,77.5637",Central Bengaluru
21,Male,Single,Student,0,Graduate,2,12.957,77.5637,560018,No,Negative ,No,"12.957,77.5637",Central Bengaluru
23,Female,Prefer not to say,Employee,17500,Graduate,3,12.9889,77.5741,560020,No,Negative ,No,"12.9889,77.5741",Central Bengaluru
25,Male,Married,Self Employeed,75000,Post Graduate,4,13.0206,77.6479,560043,Yes,Positive,Yes,"13.0206,77.6479",East Bengaluru
24,Female,Single,Employee,37500,Graduate,2,12.8893,77.6399,560068,Yes,Positive,Yes,"12.8893,77.6399",East Bengaluru
26,Male,Married,Employee,17500,Graduate,3,12.8893,77.6399,560068,No,Negative ,No,"12.8893,77.6399",East Bengaluru
25,Female,Single,Employee,37500,Post Graduate,2,12.9967,77.7582,560067,Yes,Positive,Yes,"12.9967,77.7582",Other
22,Male,Single,Student,37500,Graduate,3,12.9783,77.6408,560038,Yes,Positive,Yes,"12.9783,77.6408",East Bengaluru
26,Female,Single,Employee,37500,Post Graduate,2,12.9783,77.6408,560038,Yes,Positive,Yes,"12.9783,77.6408",East Bengaluru
23,Male,Single,Employee,17500,Graduate,2,12.9925,77.5633,560021,Yes,Positive,Yes,"12.9925,77.5633",Central Bengaluru
21,Female,Single,Employee,5000,Graduate,2,12.9925,77.5633,560021,No,Negative ,No,"12.9925,77.5633",Central Bengaluru
25,Male,Married,Self Employeed,37500,Graduate,3,12.9561,77.5921,560027,Yes,Positive,Yes,"12.9561,77.5921",Central Bengaluru
24,Female,Married,Employee,17500,Post Graduate,2,12.9561,77.5921,560027,Yes,Positive,Yes,"12.9561,77.5921",Central Bengaluru
22,Male,Married,Student,0,Graduate,2,13.0734,77.5464,560014,Yes,Positive,Yes,"13.0734,77.5464",North Bengaluru
23,Female,Single,Student,0,Post Graduate,4,13.0487,77.5923,560024,Yes,Positive,Yes,"13.0487,77.5923",North Bengaluru
24,Male,Married,Employee,75000,Post Graduate,3,12.9515,77.4921,560056,Yes,Positive,Yes,"12.9515,77.4921",West Bengaluru
22,Female,Single,Student,0,Graduate,2,12.9515,77.4921,560056,Yes,Positive,Yes,"12.9515,77.4921",West Bengaluru
30,Male,Married,Employee,75000,Graduate,5,12.9719,77.5128,560072,No,Negative ,No,"12.9719,77.5128",North Bengaluru
23,Female,Prefer not to say,Employee,17500,Graduate,4,12.9048,77.6821,560036,Yes,Positive,Yes,"12.9048,77.6821",East Bengaluru
19,Male,Single,Student,0,Graduate,6,12.9048,77.6821,560036,Yes,Positive,Yes,"12.9048,77.6821",East Bengaluru
21,Female,Single,Student,0,Graduate,2,13.0103,77.5796,560080,Yes,Positive,Yes,"13.0103,77.5796",North Bengaluru
23,Male,Single,Student,0,Graduate,4,13.0103,77.5796,560080,Yes,Positive,Yes,"13.0103,77.5796",North Bengaluru
24,Female,Single,Employee,37500,Graduate,3,12.8893,77.6399,560068,Yes,Positive,Yes,"12.8893,77.6399",East Bengaluru
26,Female,Married,Employee,17500,Post Graduate,2,12.9828,77.6131,560042,No,Positive,No,"12.9828,77.6131",Central Bengaluru
26,Female,Single,Student,0,Ph.D,2,12.9757,77.5586,560023,Yes,Positive,Yes,"12.9757,77.5586",Central Bengaluru
25,Female,Single,Student,17500,Graduate,2,12.9757,77.5586,560023,Yes,Positive,Yes,"12.9757,77.5586",Central Bengaluru
28,Female,Married,Employee,37500,Graduate,5,12.9757,77.5586,560023,No,Negative ,No,"12.9757,77.5586",Central Bengaluru
25,Female,Single,Student,0,Post Graduate,3,13.0734,77.5464,560014,Yes,Positive,Yes,"13.0734,77.5464",North Bengaluru
20,Female,Single,Student,0,Graduate,2,13.0734,77.5464,560014,Yes,Positive,Yes,"13.0734,77.5464",North Bengaluru
27,Female,Married,Self Employeed,75000,Graduate,6,13.0734,77.5464,560014,No,Positive,No,"13.0734,77.5464",North Bengaluru
25,Female,Married,Employee,37500,Graduate,3,13.0626,77.5284,560015,No,Positive,No,"13.0626,77.5284",North Bengaluru
24,Female,Single,Student,0,Post Graduate,5,13.0626,77.5284,560015,No,Negative ,No,"13.0626,77.5284",North Bengaluru
25,Female,Married,Employee,75000,Graduate,1,12.977,77.5773,560009,No,Negative ,No,"12.977,77.5773",Central Bengaluru
25,Female,Prefer not to say,Employee,37500,Post Graduate,3,12.998,77.6227,560005,No,Negative ,No,"12.998,77.6227",East Bengaluru
24,Female,Married,Student,5000,Ph.D,5,13.0626,77.5284,560015,Yes,Positive,Yes,"13.0626,77.5284",North Bengaluru
24,Male,Single,Student,0,Post Graduate,3,13.0626,77.5284,560015,Yes,Positive,Yes,"13.0626,77.5284",North Bengaluru
22,Male,Single,Employee,17500,Graduate,1,13.0138,77.5877,560006,Yes,Positive,Yes,"13.0138,77.5877",North Bengaluru
28,Male,Single,Employee,37500,Post Graduate,2,13.0138,77.5877,560006,No,Negative ,No,"13.0138,77.5877",North Bengaluru
25,Female,Single,Employee,75000,Post Graduate,6,13.014,77.5658,560012,No,Negative ,No,"13.014,77.5658",North Bengaluru
22,Male,Single,Student,5000,Post Graduate,3,12.9551,77.6593,560017,Yes,Negative ,Yes,"12.9551,77.6593",East Bengaluru
22,Female,Single,Student,0,Graduate,6,12.9473,77.5616,560019,Yes,Positive,Yes,"12.9473,77.5616",Central Bengaluru
22,Male,Single,Student,5000,Post Graduate,4,12.985,77.5533,560010,Yes,Positive,Yes,"12.985,77.5533",Central Bengaluru
27,Female,Married,Employee,75000,Post Graduate,2,12.9299,77.6848,560103,Yes,Positive,Yes,"12.9299,77.6848",East Bengaluru
22,Male,Single,Student,0,Graduate,3,12.977,77.5773,560009,Yes,Positive,Yes,"12.977,77.5773",Central Bengaluru
24,Female,Single,Student,0,Post Graduate,3,12.9828,77.6131,560042,Yes,Positive,Yes,"12.9828,77.6131",Central Bengaluru
23,Female,Single,Student,0,Post Graduate,2,12.9766,77.5993,560001,Yes,Positive,Yes,"12.9766,77.5993",Central Bengaluru
23,Female,Single,Student,0,Post Graduate,4,12.9854,77.7081,560048,Yes,Positive,Yes,"12.9854,77.7081",East Bengaluru
22,Female,Single,Student,0,Post Graduate,5,12.985,77.5533,560010,Yes,Positive,Yes,"12.985,77.5533",Central Bengaluru
23,Male,Single,Student,5000,Post Graduate,2,12.977,77.5773,560009,Yes,Negative ,Yes,"12.977,77.5773",Central Bengaluru
32,Male,Married,Employee,75000,Graduate,5,12.9037,77.5376,560061,Yes,Positive,Yes,"12.9037,77.5376",South Bengaluru
25,Female,Married,Student,0,Post Graduate,2,12.8834,77.5486,560062,Yes,Positive,Yes,"12.8834,77.5486",South Bengaluru
28,Male,Single,Self Employeed,17500,Post Graduate,2,12.9149,77.5635,560070,Yes,Positive,Yes,"12.9149,77.5635",South Bengaluru
21,Female,Single,Student,0,Post Graduate,3,12.9149,77.5635,560070,Yes,Positive,Yes,"12.9149,77.5635",South Bengaluru
24,Male,Single,Student,0,Post Graduate,2,12.9706,77.6529,560075,Yes,Positive,Yes,"12.9706,77.6529",East Bengaluru
26,Female,Married,Self Employeed,17500,Graduate,5,12.9706,77.6529,560075,No,Negative ,No,"12.9706,77.6529",East Bengaluru
32,Male,Married,Employee,37500,Graduate,3,12.9706,77.6529,560075,Yes,Positive,Yes,"12.9706,77.6529",East Bengaluru
29,Male,Single,Self Employeed,75000,Graduate,6,12.8845,77.6036,560076,Yes,Positive,Yes,"12.8845,77.6036",South Bengaluru
21,Male,Single,Student,0,Graduate,5,12.9783,77.6408,560038,Yes,Positive,Yes,"12.9783,77.6408",East Bengaluru
24,Female,Single,Self Employeed,37500,Post Graduate,3,13.0103,77.5796,560080,No,Negative ,No,"13.0103,77.5796",North Bengaluru
26,Male,Prefer not to say,Self Employeed,75000,Post Graduate,2,13.0103,77.5796,560080,Yes,Positive,Yes,"13.0103,77.5796",North Bengaluru
21,Male,Married,Employee,75000,Ph.D,3,12.9306,77.5434,560085,Yes,Positive,Yes,"12.9306,77.5434",Central Bengaluru
29,Male,Single,Employee,37500,Graduate,3,13.0641,77.5931,560092,No,Negative ,No,"13.0641,77.5931",North Bengaluru
22,Male,Single,Student,0,Graduate,3,13.0158,77.539,560096,Yes,Positive,Yes,"13.0158,77.539",North Bengaluru
24,Male,Single,Student,0,Graduate,2,12.9561,77.5921,560027,Yes,Positive,Yes,"12.9561,77.5921",Central Bengaluru
27,Male,Married,Employee,37500,Graduate,2,12.8845,77.6036,560076,Yes,Positive,Yes,"12.8845,77.6036",South Bengaluru
23,Female,Single,Student,0,Post Graduate,3,12.9369,77.6407,560095,No,Positive,No,"12.9369,77.6407",East Bengaluru
32,Male,Married,Employee,75000,Post Graduate,6,12.9369,77.6407,560095,Yes,Positive,Yes,"12.9369,77.6407",East Bengaluru
22,Female,Single,Student,0,Graduate,2,12.9369,77.6407,560095,Yes,Positive,Yes,"12.9369,77.6407",East Bengaluru
22,Female,Single,Employee,37500,Graduate,4,12.8845,77.6036,560076,Yes,Positive,Yes,"12.8845,77.6036",South Bengaluru
26,Male,Married,Employee,75000,Graduate,4,12.9048,77.6821,560036,Yes,Positive,Yes,"12.9048,77.6821",East Bengaluru
25,Female,Single,Student,0,Ph.D,3,12.9048,77.6821,560036,Yes,Positive,Yes,"12.9048,77.6821",East Bengaluru
20,Male,Single,Student,0,Graduate,2,12.9261,77.6221,560034,Yes,Positive,Yes,"12.9261,77.6221",East Bengaluru
29,Male,Married,Employee,37500,Graduate,4,12.9261,77.6221,560034,No,Negative ,No,"12.9261,77.6221",East Bengaluru
23,Female,Single,Student,0,Graduate,1,12.977,77.5773,560009,Yes,Positive,Yes,"12.977,77.5773",Central Bengaluru
25,Male,Single,Self Employeed,75000,Graduate,2,12.9783,77.6408,560038,Yes,Positive,Yes,"12.9783,77.6408",East Bengaluru
29,Female,Married,Employee,37500,Graduate,4,12.9783,77.6408,560038,No,Negative ,No,"12.9783,77.6408",East Bengaluru
27,Male,Married,Self Employeed,37500,Graduate,6,12.9217,77.5936,560041,No,Positive,No,"12.9217,77.5936",Central Bengaluru
25,Male,Single,Self Employeed,17500,Graduate,3,13.0206,77.6479,560043,Yes,Positive,Yes,"13.0206,77.6479",East Bengaluru
21,Male,Single,Student,0,Graduate,2,13.0012,77.5995,560046,No,Negative ,No,"13.0012,77.5995",Central Bengaluru
23,Male,Single,Student,0,Graduate,3,13.0223,77.7132,560049,Yes,Positive,Yes,"13.0223,77.7132",East Bengaluru
24,Female,Single,Employee,17500,Post Graduate,4,12.9337,77.59,560011,Yes,Positive,Yes,"12.9337,77.59",Central Bengaluru
22,Male,Married,Self Employeed,17500,School,3,12.982,77.6256,560008,Yes,Negative ,Yes,"12.982,77.6256",East Bengaluru
28,Male,Married,Employee,37500,Post Graduate,5,13.0262,77.62,560045,Yes,Positive,Yes,"13.0262,77.62",North Bengaluru
26,Male,Single,Employee,17500,Graduate,2,12.9217,77.5936,560041,No,Negative ,No,"12.9217,77.5936",Central Bengaluru
22,Female,Single,Employee,37500,Graduate,4,12.8845,77.6036,560076,Yes,Positive,Yes,"12.8845,77.6036",South Bengaluru
26,Male,Married,Employee,75000,Graduate,4,12.9048,77.6821,560036,Yes,Positive,Yes,"12.9048,77.6821",East Bengaluru
25,Female,Single,Student,0,Ph.D,3,12.9048,77.6821,560036,Yes,Positive,Yes,"12.9048,77.6821",East Bengaluru
20,Male,Single,Student,0,Graduate,2,12.9261,77.6221,560034,Yes,Positive,Yes,"12.9261,77.6221",East Bengaluru
29,Male,Married,Employee,37500,Graduate,4,12.9261,77.6221,560034,No,Negative ,No,"12.9261,77.6221",East Bengaluru
23,Female,Single,Student,0,Graduate,1,12.977,77.5773,560009,Yes,Positive,Yes,"12.977,77.5773",Central Bengaluru
25,Male,Single,Self Employeed,75000,Graduate,2,12.9783,77.6408,560038,Yes,Positive,Yes,"12.9783,77.6408",East Bengaluru
29,Female,Married,Employee,37500,Graduate,4,12.9783,77.6408,560038,No,Positive,No,"12.9783,77.6408",East Bengaluru
27,Male,Married,Self Employeed,37500,Graduate,6,12.9217,77.5936,560041,No,Positive,No,"12.9217,77.5936",Central Bengaluru
25,Male,Single,Self Employeed,17500,Graduate,3,13.0206,77.6479,560043,Yes,Positive,Yes,"13.0206,77.6479",East Bengaluru
21,Male,Single,Student,0,Graduate,2,13.0012,77.5995,560046,No,Positive,No,"13.0012,77.5995",Central Bengaluru
24,Male,Single,Student,0,Post Graduate,2,12.9706,77.6529,560075,Yes,Positive,Yes,"12.9706,77.6529",East Bengaluru
26,Female,Married,Self Employeed,17500,Graduate,5,12.9706,77.6529,560075,No,Negative ,No,"12.9706,77.6529",East Bengaluru
32,Male,Married,Employee,37500,Graduate,3,12.9706,77.6529,560075,Yes,Positive,Yes,"12.9706,77.6529",East Bengaluru
29,Male,Single,Self Employeed,75000,Graduate,6,12.8845,77.6036,560076,Yes,Positive,Yes,"12.8845,77.6036",South Bengaluru
21,Male,Single,Student,0,Graduate,5,12.9783,77.6408,560038,Yes,Positive,Yes,"12.9783,77.6408",East Bengaluru
24,Female,Single,Self Employeed,37500,Post Graduate,3,13.0103,77.5796,560080,No,Negative ,No,"13.0103,77.5796",North Bengaluru
26,Male,Prefer not to say,Self Employeed,75000,Post Graduate,2,13.0103,77.5796,560080,Yes,Positive,Yes,"13.0103,77.5796",North Bengaluru
31,Male,Married,Employee,75000,Ph.D,3,12.9306,77.5434,560085,Yes,Positive,Yes,"12.9306,77.5434",Central Bengaluru
29,Male,Single,Employee,37500,Graduate,3,13.0641,77.5931,560092,No,Negative ,No,"13.0641,77.5931",North Bengaluru
22,Male,Single,Student,0,Graduate,3,13.0158,77.539,560096,Yes,Positive,Yes,"13.0158,77.539",North Bengaluru
24,Male,Single,Student,0,Graduate,2,12.9561,77.5921,560027,Yes,Positive,Yes,"12.9561,77.5921",Central Bengaluru
27,Male,Married,Employee,37500,Graduate,2,12.8845,77.6036,560076,Yes,Positive,Yes,"12.8845,77.6036",South Bengaluru
23,Female,Single,Student,0,Post Graduate,3,12.9369,77.6407,560095,No,Positive,No,"12.9369,77.6407",East Bengaluru
30,Male,Married,Employee,75000,Post Graduate,6,12.9369,77.6407,560095,Yes,Positive,Yes,"12.9369,77.6407",East Bengaluru
22,Female,Single,Student,0,Graduate,2,12.9369,77.6407,560095,Yes,Positive,Yes,"12.9369,77.6407",East Bengaluru
28,Male,Married,Employee,37500,Graduate,3,12.9369,77.6407,560095,Yes,Positive,Yes,"12.9369,77.6407",East Bengaluru
23,Female,Single,Student,0,Post Graduate,2,13.0158,77.539,560096,Yes,Positive,Yes,"13.0158,77.539",North Bengaluru
30,Male,Married,Self Employeed,75000,Graduate,1,13.0809,77.5565,560097,No,Negative ,No,"13.0809,77.5565",North Bengaluru
21,Male,Single,Student,0,Graduate,3,13.0641,77.5931,560092,Yes,Negative ,Yes,"13.0641,77.5931",North Bengaluru
26,Female,Married,Employee,5000,Graduate,6,12.9859,77.6713,560093,No,Negative ,No,"12.9859,77.6713",East Bengaluru
25,Male,Single,Self Employeed,75000,School,3,12.9859,77.6713,560093,Yes,Positive,Yes,"12.9859,77.6713",East Bengaluru
31,Male,Prefer not to say,Employee,5000,Graduate,1,12.9866,77.4904,560091,No,Negative ,No,"12.9866,77.4904",West Bengaluru
23,Female,Single,Employee,37500,Post Graduate,2,12.9847,77.5491,560100,Yes,Positive,Yes,"12.9847,77.5491",Central Bengaluru
22,Male,Single,Student,5000,Post Graduate,4,12.985,77.5533,560010,Yes,Positive,Yes,"12.985,77.5533",Central Bengaluru
27,Female,Married,Employee,75000,Post Graduate,2,12.9299,77.6848,560103,Yes,Positive,Yes,"12.9299,77.6848",East Bengaluru
22,Male,Single,Student,0,Graduate,3,12.977,77.5773,560009,Yes,Positive,Yes,"12.977,77.5773",Central Bengaluru
24,Female,Single,Student,0,Post Graduate,3,12.9828,77.6131,560042,Yes,Positive,Yes,"12.9828,77.6131",Central Bengaluru
23,Female,Single,Student,0,Post Graduate,2,12.9766,77.5993,560001,Yes,Positive,Yes,"12.9766,77.5993",Central Bengaluru
23,Female,Single,Student,0,Post Graduate,4,12.9854,77.7081,560048,Yes,Positive,Yes,"12.9854,77.7081",East Bengaluru
22,Female,Single,Student,0,Post Graduate,5,12.985,77.5533,560010,Yes,Positive,Yes,"12.985,77.5533",Central Bengaluru
23,Male,Single,Student,5000,Post Graduate,2,12.977,77.5773,560009,Yes,Positive,Yes,"12.977,77.5773",Central Bengaluru
23,Male,Single,Student,0,Post Graduate,5,12.8988,77.5764,560078,Yes,Positive,Yes,"12.8988,77.5764",South Bengaluru
